'Elapsed time','ECG'
'0:47.256',8.288
'0:47.260',8.372
'0:47.264',8.128
'0:47.268',7.996
'0:47.272',8.252
'0:47.276',8.380
'0:47.280',8.188
'0:47.284',8.036
'0:47.288',8.188
'0:47.292',8.380
'0:47.296',8.248
'0:47.300',8.020
'0:47.304',8.136
'0:47.308',8.388
'0:47.312',8.284
'0:47.316',8.056
'0:47.320',8.136
'0:47.324',8.384
'0:47.328',8.344
'0:47.332',8.076
'0:47.336',8.076
'0:47.340',8.340
'0:47.344',8.376
'0:47.348',8.128
'0:47.352',8.056
'0:47.356',8.296
'0:47.360',8.404
'0:47.364',8.148
'0:47.368',8.036
'0:47.372',8.248
'0:47.376',8.392
'0:47.380',8.188
'0:47.384',7.984
'0:47.388',8.176
'0:47.392',8.376
'0:47.396',8.244
'0:47.400',7.984
'0:47.404',8.156
'0:47.408',8.408
'0:47.412',8.292
'0:47.416',8.012
'0:47.420',8.104
'0:47.424',8.348
'0:47.428',8.276
'0:47.432',8.016
'0:47.436',8.064
'0:47.440',8.332
'0:47.444',8.344
'0:47.448',8.100
'0:47.452',8.052
'0:47.456',8.272
'0:47.460',8.368
'0:47.464',8.108
'0:47.468',8.020
'0:47.472',8.236
'0:47.476',8.348
'0:47.480',8.176
'0:47.484',8.028
'0:47.488',8.204
'0:47.492',8.352
'0:47.496',8.192
'0:47.500',7.992
'0:47.504',8.156
'0:47.508',8.368
'0:47.512',8.292
'0:47.516',8.044
'0:47.520',8.112
'0:47.524',8.328
'0:47.528',8.308
'0:47.532',8.064
'0:47.536',8.052
'0:47.540',8.316
'0:47.544',8.340
'0:47.548',8.088
'0:47.552',8.060
'0:47.556',8.272
'0:47.560',8.368
'0:47.564',8.148
'0:47.568',7.992
'0:47.572',8.216
'0:47.576',8.364
'0:47.580',8.168
'0:47.584',8.024
'0:47.588',8.192
'0:47.592',8.432
'0:47.596',8.276
'0:47.600',8.112
'0:47.604',8.244
'0:47.608',8.460
'0:47.612',8.376
'0:47.616',8.144
'0:47.620',8.228
'0:47.624',8.484
'0:47.628',8.444
'0:47.632',8.212
'0:47.636',8.224
'0:47.640',8.452
'0:47.644',8.484
'0:47.648',8.252
'0:47.652',8.168
'0:47.656',8.372
'0:47.660',8.500
'0:47.664',8.280
'0:47.668',8.140
'0:47.672',8.336
'0:47.676',8.444
'0:47.680',8.232
'0:47.684',8.028
'0:47.688',8.156
'0:47.692',8.368
'0:47.696',8.212
'0:47.700',7.992
'0:47.704',8.128
'0:47.708',8.300
'0:47.712',8.200
'0:47.716',7.980
'0:47.720',8.076
'0:47.724',8.328
'0:47.728',8.284
'0:47.732',8.020
'0:47.736',8.016
'0:47.740',8.280
'0:47.744',8.300
'0:47.748',8.064
'0:47.752',7.984
'0:47.756',8.236
'0:47.760',8.340
'0:47.764',8.080
'0:47.768',7.896
'0:47.772',8.004
'0:47.776',8.188
'0:47.780',8.144
'0:47.784',8.180
'0:47.788',8.852
'0:47.792',9.564
'0:47.796',9.992
'0:47.800',9.888
'0:47.804',9.432
'0:47.808',9.052
'0:47.812',8.792
'0:47.816',8.488
'0:47.820',8.460
'0:47.824',8.600
'0:47.828',8.472
'0:47.832',8.168
'0:47.836',8.156
'0:47.840',8.388
'0:47.844',8.408
'0:47.848',8.156
'0:47.852',8.060
'0:47.856',8.296
'0:47.860',8.360
'0:47.864',8.152
'0:47.868',8.032
'0:47.872',8.228
'0:47.876',8.368
'0:47.880',8.188
'0:47.884',8.024
'0:47.888',8.192
'0:47.892',8.368
'0:47.896',8.256
'0:47.900',8.056
'0:47.904',8.148
'0:47.908',8.348
'0:47.912',8.264
'0:47.916',8.024
'0:47.920',8.100
'0:47.924',8.356
'0:47.928',8.328
'0:47.932',8.076
'0:47.936',8.072
'0:47.940',8.316
'0:47.944',8.356
'0:47.948',8.088
'0:47.952',8.056
'0:47.956',8.284
'0:47.960',8.376
'0:47.964',8.188
'0:47.968',8.048
'0:47.972',8.284
'0:47.976',8.416
'0:47.980',8.216
'0:47.984',8.028
'0:47.988',8.196
'0:47.992',8.416
'0:47.996',8.332
'0:48.000',8.084
'0:48.004',8.200
'0:48.008',8.428
'0:48.012',8.356
'0:48.016',8.108
'0:48.020',8.188
'0:48.024',8.428
'0:48.028',8.420
'0:48.032',8.192
'0:48.036',8.196
'0:48.040',8.484
'0:48.044',8.520
'0:48.048',8.300
'0:48.052',8.212
'0:48.056',8.500
'0:48.060',8.628
'0:48.064',8.436
'0:48.068',8.308
'0:48.072',8.532
'0:48.076',8.652
'0:48.080',8.532
'0:48.084',8.340
'0:48.088',8.548
'0:48.092',8.724
'0:48.096',8.596
'0:48.100',8.420
'0:48.104',8.516
'0:48.108',8.720
'0:48.112',8.640
'0:48.116',8.392
'0:48.120',8.412
'0:48.124',8.632
'0:48.128',8.600
'0:48.132',8.304
'0:48.136',8.260
'0:48.140',8.464
'0:48.144',8.468
'0:48.148',8.208
'0:48.152',8.152
'0:48.156',8.352
'0:48.160',8.448
'0:48.164',8.220
'0:48.168',8.084
'0:48.172',8.288
'0:48.176',8.420
'0:48.180',8.212
'0:48.184',8.020
'0:48.188',8.208
'0:48.192',8.400
'0:48.196',8.248
'0:48.200',8.032
'0:48.204',8.148
'0:48.208',8.420
'0:48.212',8.320
'0:48.216',8.044
'0:48.220',8.120
'0:48.224',8.368
'0:48.228',8.360
'0:48.232',8.080
'0:48.236',8.104
'0:48.240',8.328
'0:48.244',8.392
'0:48.248',8.148
'0:48.252',8.040
'0:48.256',8.276
'0:48.260',8.412
'0:48.264',8.192
'0:48.268',8.072
'0:48.272',8.280
'0:48.276',8.436
'0:48.280',8.220
'0:48.284',8.040
'0:48.288',8.212
'0:48.292',8.448
'0:48.296',8.292
'0:48.300',8.076
'0:48.304',8.208
'0:48.308',8.452
'0:48.312',8.364
'0:48.316',8.092
'0:48.320',8.156
'0:48.324',8.388
'0:48.328',8.388
'0:48.332',8.120
'0:48.336',8.120
'0:48.340',8.360
'0:48.344',8.420
'0:48.348',8.156
'0:48.352',8.072
'0:48.356',8.296
'0:48.360',8.444
'0:48.364',8.204
'0:48.368',8.044
'0:48.372',8.264
'0:48.376',8.436
'0:48.380',8.256
'0:48.384',8.068
'0:48.388',8.216
'0:48.392',8.420
'0:48.396',8.300
'0:48.400',8.084
'0:48.404',8.184
'0:48.408',8.404
'0:48.412',8.332
'0:48.416',8.116
'0:48.420',8.112
'0:48.424',8.380
'0:48.428',8.352
'0:48.432',8.100
'0:48.436',8.068
'0:48.440',8.324
'0:48.444',8.408
'0:48.448',8.152
'0:48.452',8.112
'0:48.456',8.288
'0:48.460',8.400
'0:48.464',8.192
'0:48.468',8.032
'0:48.472',8.224
'0:48.476',8.404
'0:48.480',8.212
'0:48.484',8.044
'0:48.488',8.172
'0:48.492',8.400
'0:48.496',8.288
'0:48.500',8.060
'0:48.504',8.148
'0:48.508',8.376
'0:48.512',8.312
'0:48.516',8.076
'0:48.520',8.132
'0:48.524',8.356
'0:48.528',8.380
'0:48.532',8.096
'0:48.536',8.056
'0:48.540',8.316
'0:48.544',8.364
'0:48.548',8.136
'0:48.552',8.056
'0:48.556',8.276
'0:48.560',8.400
'0:48.564',8.192
'0:48.568',8.044
'0:48.572',8.220
'0:48.576',8.392
'0:48.580',8.192
'0:48.584',8.032
'0:48.588',8.196
'0:48.592',8.424
'0:48.596',8.292
'0:48.600',8.092
'0:48.604',8.132
'0:48.608',8.404
'0:48.612',8.304
'0:48.616',8.112
'0:48.620',8.168
'0:48.624',8.424
'0:48.628',8.440
'0:48.632',8.212
'0:48.636',8.196
'0:48.640',8.436
'0:48.644',8.468
'0:48.648',8.276
'0:48.652',8.220
'0:48.656',8.444
'0:48.660',8.544
'0:48.664',8.324
'0:48.668',8.224
'0:48.672',8.400
'0:48.676',8.544
'0:48.680',8.344
'0:48.684',8.168
'0:48.688',8.304
'0:48.692',8.520
'0:48.696',8.396
'0:48.700',8.136
'0:48.704',8.196
'0:48.708',8.416
'0:48.712',8.300
'0:48.716',8.048
'0:48.720',8.064
'0:48.724',8.324
'0:48.728',8.332
'0:48.732',8.100
'0:48.736',8.044
'0:48.740',8.276
'0:48.744',8.304
'0:48.748',8.092
'0:48.752',7.988
'0:48.756',8.240
'0:48.760',8.372
'0:48.764',8.136
'0:48.768',7.996
'0:48.772',8.192
'0:48.776',8.372
'0:48.780',8.200
'0:48.784',8.004
'0:48.788',8.136
'0:48.792',8.284
'0:48.796',8.084
'0:48.800',7.884
'0:48.804',8.136
'0:48.808',8.656
'0:48.812',9.088
'0:48.816',9.324
'0:48.820',9.888
'0:48.824',10.136
'0:48.828',9.520
'0:48.832',8.728
'0:48.836',8.576
'0:48.840',8.740
'0:48.844',8.732
'0:48.848',8.380
'0:48.852',8.160
'0:48.856',8.356
'0:48.860',8.468
'0:48.864',8.284
'0:48.868',8.092
'0:48.872',8.296
'0:48.876',8.448
'0:48.880',8.240
'0:48.884',8.040
'0:48.888',8.176
'0:48.892',8.424
'0:48.896',8.296
'0:48.900',8.036
'0:48.904',8.152
'0:48.908',8.428
'0:48.912',8.316
'0:48.916',8.056
'0:48.920',8.124
'0:48.924',8.332
'0:48.928',8.352
'0:48.932',8.112
'0:48.936',8.108
'0:48.940',8.336
'0:48.944',8.400
'0:48.948',8.136
'0:48.952',8.072
'0:48.956',8.284
'0:48.960',8.408
'0:48.964',8.200
'0:48.968',8.024
'0:48.972',8.248
'0:48.976',8.424
'0:48.980',8.236
'0:48.984',8.036
'0:48.988',8.188
'0:48.992',8.408
'0:48.996',8.292
'0:49.000',8.056
'0:49.004',8.192
'0:49.008',8.456
'0:49.012',8.368
'0:49.016',8.108
'0:49.020',8.144
'0:49.024',8.412
'0:49.028',8.416
'0:49.032',8.148
'0:49.036',8.192
'0:49.040',8.424
'0:49.044',8.476
'0:49.048',8.224
'0:49.052',8.140
'0:49.056',8.396
'0:49.060',8.512
'0:49.064',8.316
'0:49.068',8.192
'0:49.072',8.424
'0:49.076',8.612
'0:49.080',8.452
'0:49.084',8.264
'0:49.088',8.448
'0:49.092',8.668
'0:49.096',8.556
'0:49.100',8.356
'0:49.104',8.464
'0:49.108',8.736
'0:49.112',8.668
'0:49.116',8.432
'0:49.120',8.460
'0:49.124',8.732
'0:49.128',8.720
'0:49.132',8.472
'0:49.136',8.420
'0:49.140',8.656
'0:49.144',8.692
'0:49.148',8.432
'0:49.152',8.284
'0:49.156',8.512
'0:49.160',8.572
'0:49.164',8.356
'0:49.168',8.160
'0:49.172',8.352
'0:49.176',8.516
'0:49.180',8.308
'0:49.184',8.092
'0:49.188',8.248
'0:49.192',8.484
'0:49.196',8.320
'0:49.200',8.076
'0:49.204',8.164
'0:49.208',8.436
'0:49.212',8.340
'0:49.216',8.092
'0:49.220',8.136
'0:49.224',8.404
'0:49.228',8.380
'0:49.232',8.120
'0:49.236',8.088
'0:49.240',8.344
'0:49.244',8.380
'0:49.248',8.168
'0:49.252',8.064
'0:49.256',8.296
'0:49.260',8.432
'0:49.264',8.216
'0:49.268',8.044
'0:49.272',8.264
'0:49.276',8.444
'0:49.280',8.260
'0:49.284',8.068
'0:49.288',8.220
'0:49.292',8.448
'0:49.296',8.320
'0:49.300',8.076
'0:49.304',8.176
'0:49.308',8.432
'0:49.312',8.376
'0:49.316',8.136
'0:49.320',8.164
'0:49.324',8.404
'0:49.328',8.384
'0:49.332',8.152
'0:49.336',8.104
'0:49.340',8.372
'0:49.344',8.428
'0:49.348',8.164
'0:49.352',8.076
'0:49.356',8.304
'0:49.360',8.452
'0:49.364',8.244
'0:49.368',8.100
'0:49.372',8.276
'0:49.376',8.460
'0:49.380',8.268
'0:49.384',8.092
'0:49.388',8.208
'0:49.392',8.432
'0:49.396',8.332
'0:49.400',8.088
'0:49.404',8.176
'0:49.408',8.428
'0:49.412',8.368
'0:49.416',8.124
'0:49.420',8.144
'0:49.424',8.412
'0:49.428',8.364
'0:49.432',8.120
'0:49.436',8.064
'0:49.440',8.332
'0:49.444',8.424
'0:49.448',8.184
'0:49.452',8.076
'0:49.456',8.308
'0:49.460',8.452
'0:49.464',8.216
'0:49.468',8.060
'0:49.472',8.240
'0:49.476',8.416
'0:49.480',8.260
'0:49.484',8.048
'0:49.488',8.188
'0:49.492',8.436
'0:49.496',8.304
'0:49.500',8.052
'0:49.504',8.144
'0:49.508',8.420
'0:49.512',8.328
'0:49.516',8.084
'0:49.520',8.140
'0:49.524',8.356
'0:49.528',8.364
'0:49.532',8.116
'0:49.536',8.064
'0:49.540',8.312
'0:49.544',8.376
'0:49.548',8.168
'0:49.552',8.052
'0:49.556',8.276
'0:49.560',8.392
'0:49.564',8.220
'0:49.568',8.036
'0:49.572',8.224
'0:49.576',8.392
'0:49.580',8.228
'0:49.584',8.016
'0:49.588',8.200
'0:49.592',8.412
'0:49.596',8.304
'0:49.600',8.032
'0:49.604',8.116
'0:49.608',8.368
'0:49.612',8.320
'0:49.616',8.080
'0:49.620',8.104
'0:49.624',8.372
'0:49.628',8.352
'0:49.632',8.132
'0:49.636',8.120
'0:49.640',8.388
'0:49.644',8.448
'0:49.648',8.236
'0:49.652',8.140
'0:49.656',8.388
'0:49.660',8.508
'0:49.664',8.308
'0:49.668',8.164
'0:49.672',8.368
'0:49.676',8.572
'0:49.680',8.384
'0:49.684',8.180
'0:49.688',8.332
'0:49.692',8.524
'0:49.696',8.424
'0:49.700',8.160
'0:49.704',8.268
'0:49.708',8.532
'0:49.712',8.424
'0:49.716',8.140
'0:49.720',8.136
'0:49.724',8.376
'0:49.728',8.340
'0:49.732',8.076
'0:49.736',8.016
'0:49.740',8.280
'0:49.744',8.344
'0:49.748',8.108
'0:49.752',7.984
'0:49.756',8.216
'0:49.760',8.344
'0:49.764',8.152
'0:49.768',7.988
'0:49.772',8.180
'0:49.776',8.352
'0:49.780',8.196
'0:49.784',7.976
'0:49.788',8.104
'0:49.792',8.344
'0:49.796',8.236
'0:49.800',8.000
'0:49.804',8.068
'0:49.808',8.232
'0:49.812',8.076
'0:49.816',7.876
'0:49.820',8.080
'0:49.824',8.620
'0:49.828',9.112
'0:49.832',9.464
'0:49.836',9.992
'0:49.840',10.336
'0:49.844',9.624
'0:49.848',8.812
'0:49.852',8.596
'0:49.856',8.768
'0:49.860',8.772
'0:49.864',8.468
'0:49.868',8.208
'0:49.872',8.324
'0:49.876',8.508
'0:49.880',8.304
'0:49.884',8.084
'0:49.888',8.208
'0:49.892',8.424
'0:49.896',8.264
'0:49.900',8.044
'0:49.904',8.132
'0:49.908',8.384
'0:49.912',8.324
'0:49.916',8.044
'0:49.920',8.064
'0:49.924',8.316
'0:49.928',8.336
'0:49.932',8.104
'0:49.936',8.064
'0:49.940',8.304
'0:49.944',8.372
'0:49.948',8.132
'0:49.952',8.028
'0:49.956',8.260
'0:49.960',8.400
'0:49.964',8.180
'0:49.968',8.024
'0:49.972',8.196
'0:49.976',8.416
'0:49.980',8.252
'0:49.984',8.004
'0:49.988',8.160
'0:49.992',8.404
'0:49.996',8.332
'0:50.000',8.068
'0:50.004',8.136
'0:50.008',8.380
'0:50.012',8.356
'0:50.016',8.076
'0:50.020',8.076
'0:50.024',8.340
'0:50.028',8.392
'0:50.032',8.176
'0:50.036',8.072
'0:50.040',8.336
'0:50.044',8.456
'0:50.048',8.252
'0:50.052',8.076
'0:50.056',8.292
'0:50.060',8.476
'0:50.064',8.308
'0:50.068',8.112
'0:50.072',8.336
'0:50.076',8.544
'0:50.080',8.432
'0:50.084',8.204
'0:50.088',8.276
'0:50.092',8.564
'0:50.096',8.512
'0:50.100',8.276
'0:50.104',8.352
'0:50.108',8.648
'0:50.112',8.664
'0:50.116',8.416
'0:50.120',8.396
'0:50.124',8.648
'0:50.128',8.732
'0:50.132',8.528
'0:50.136',8.456
'0:50.140',8.696
'0:50.144',8.808
'0:50.148',8.568
'0:50.152',8.420
'0:50.156',8.624
'0:50.160',8.724
'0:50.164',8.508
'0:50.168',8.304
'0:50.172',8.436
'0:50.176',8.632
'0:50.180',8.448
'0:50.184',8.208
'0:50.188',8.276
'0:50.192',8.516
'0:50.196',8.384
'0:50.200',8.116
'0:50.204',8.180
'0:50.208',8.436
'0:50.212',8.388
'0:50.216',8.156
'0:50.220',8.128
'0:50.224',8.368
'0:50.228',8.404
'0:50.232',8.148
'0:50.236',8.100
'0:50.240',8.312
'0:50.244',8.396
'0:50.248',8.192
'0:50.252',8.092
'0:50.256',8.252
'0:50.260',8.404
'0:50.264',8.228
'0:50.268',8.048
'0:50.272',8.236
'0:50.276',8.416
'0:50.280',8.296
'0:50.284',8.056
'0:50.288',8.200
'0:50.292',8.424
'0:50.296',8.308
'0:50.300',8.060
'0:50.304',8.148
'0:50.308',8.404
'0:50.312',8.412
'0:50.316',8.108
'0:50.320',8.104
'0:50.324',8.364
'0:50.328',8.396
'0:50.332',8.120
'0:50.336',8.104
'0:50.340',8.364
'0:50.344',8.456
'0:50.348',8.204
'0:50.352',8.116
'0:50.356',8.316
'0:50.360',8.460
'0:50.364',8.252
'0:50.368',8.060
'0:50.372',8.264
'0:50.376',8.464
'0:50.380',8.300
'0:50.384',8.072
'0:50.388',8.216
'0:50.392',8.452
'0:50.396',8.348
'0:50.400',8.080
'0:50.404',8.164
'0:50.408',8.396
'0:50.412',8.376
'0:50.416',8.116
'0:50.420',8.140
'0:50.424',8.368
'0:50.428',8.376
'0:50.432',8.120
'0:50.436',8.076
'0:50.440',8.344
'0:50.444',8.424
'0:50.448',8.180
'0:50.452',8.080
'0:50.456',8.280
'0:50.460',8.428
'0:50.464',8.228
'0:50.468',8.056
'0:50.472',8.216
'0:50.476',8.396
'0:50.480',8.244
'0:50.484',8.040
'0:50.488',8.168
'0:50.492',8.404
'0:50.496',8.340
'0:50.500',8.068
'0:50.504',8.144
'0:50.508',8.372
'0:50.512',8.328
'0:50.516',8.068
'0:50.520',8.108
'0:50.524',8.356
'0:50.528',8.376
'0:50.532',8.136
'0:50.536',8.112
'0:50.540',8.296
'0:50.544',8.392
'0:50.548',8.160
'0:50.552',8.044
'0:50.556',8.252
'0:50.560',8.428
'0:50.564',8.232
'0:50.568',8.068
'0:50.572',8.228
'0:50.576',8.416
'0:50.580',8.284
'0:50.584',8.056
'0:50.588',8.184
'0:50.592',8.380
'0:50.596',8.344
'0:50.600',8.060
'0:50.604',8.132
'0:50.608',8.380
'0:50.612',8.344
'0:50.616',8.076
'0:50.620',8.100
'0:50.624',8.344
'0:50.628',8.416
'0:50.632',8.192
'0:50.636',8.164
'0:50.640',8.396
'0:50.644',8.504
'0:50.648',8.260
'0:50.652',8.160
'0:50.656',8.392
'0:50.660',8.556
'0:50.664',8.380
'0:50.668',8.180
'0:50.672',8.372
'0:50.676',8.580
'0:50.680',8.444
'0:50.684',8.192
'0:50.688',8.320
'0:50.692',8.532
'0:50.696',8.452
'0:50.700',8.240
'0:50.704',8.296
'0:50.708',8.476
'0:50.712',8.412
'0:50.716',8.168
'0:50.720',8.120
'0:50.724',8.356
'0:50.728',8.340
'0:50.732',8.096
'0:50.736',8.080
'0:50.740',8.300
'0:50.744',8.380
'0:50.748',8.148
'0:50.752',8.040
'0:50.756',8.220
'0:50.760',8.376
'0:50.764',8.204
'0:50.768',8.028
'0:50.772',8.208
'0:50.776',8.376
'0:50.780',8.212
'0:50.784',7.996
'0:50.788',8.144
'0:50.792',8.388
'0:50.796',8.276
'0:50.800',8.020
'0:50.804',8.000
'0:50.808',8.192
'0:50.812',8.212
'0:50.816',8.136
'0:50.820',8.460
'0:50.824',9.256
'0:50.828',9.924
'0:50.832',10.204
'0:50.836',10.116
'0:50.840',9.648
'0:50.844',9.168
'0:50.848',8.812
'0:50.852',8.644
'0:50.856',8.676
'0:50.860',8.720
'0:50.864',8.420
'0:50.868',8.188
'0:50.872',8.324
'0:50.876',8.492
'0:50.880',8.340
'0:50.884',8.132
'0:50.888',8.224
'0:50.892',8.432
'0:50.896',8.348
'0:50.900',8.084
'0:50.904',8.180
'0:50.908',8.420
'0:50.912',8.368
'0:50.916',8.112
'0:50.920',8.116
'0:50.924',8.336
'0:50.928',8.404
'0:50.932',8.164
'0:50.936',8.096
'0:50.940',8.328
'0:50.944',8.424
'0:50.948',8.228
'0:50.952',8.064
'0:50.956',8.284
'0:50.960',8.436
'0:50.964',8.272
'0:50.968',8.080
'0:50.972',8.232
'0:50.976',8.448
'0:50.980',8.300
'0:50.984',8.084
'0:50.988',8.216
'0:50.992',8.452
'0:50.996',8.364
'0:51.000',8.088
'0:51.004',8.176
'0:51.008',8.440
'0:51.012',8.412
'0:51.016',8.152
'0:51.020',8.172
'0:51.024',8.396
'0:51.028',8.432
'0:51.032',8.184
'0:51.036',8.144
'0:51.040',8.388
'0:51.044',8.504
'0:51.048',8.288
'0:51.052',8.176
'0:51.056',8.356
'0:51.060',8.520
'0:51.064',8.372
'0:51.068',8.184
'0:51.072',8.364
'0:51.076',8.568
'0:51.080',8.460
'0:51.084',8.244
'0:51.088',8.408
'0:51.092',8.648
'0:51.096',8.596
'0:51.100',8.320
'0:51.104',8.448
'0:51.108',8.700
'0:51.112',8.712
'0:51.116',8.484
'0:51.120',8.464
'0:51.124',8.732
'0:51.128',8.756
'0:51.132',8.560
'0:51.136',8.504
'0:51.140',8.720
'0:51.144',8.808
'0:51.148',8.620
'0:51.152',8.476
'0:51.156',8.612
'0:51.160',8.736
'0:51.164',8.552
'0:51.168',8.308
'0:51.172',8.460
'0:51.176',8.628
'0:51.180',8.464
'0:51.184',8.220
'0:51.188',8.308
'0:51.192',8.512
'0:51.196',8.428
'0:51.200',8.160
'0:51.204',8.204
'0:51.208',8.448
'0:51.212',8.432
'0:51.216',8.188
'0:51.220',8.172
'0:51.224',8.416
'0:51.228',8.432
'0:51.232',8.212
'0:51.236',8.160
'0:51.240',8.364
'0:51.244',8.464
'0:51.248',8.256
'0:51.252',8.128
'0:51.256',8.328
'0:51.260',8.472
'0:51.264',8.280
'0:51.268',8.116
'0:51.272',8.276
'0:51.276',8.452
'0:51.280',8.340
'0:51.284',8.124
'0:51.288',8.260
'0:51.292',8.480
'0:51.296',8.420
'0:51.300',8.152
'0:51.304',8.204
'0:51.308',8.424
'0:51.312',8.420
'0:51.316',8.192
'0:51.320',8.216
'0:51.324',8.440
'0:51.328',8.484
'0:51.332',8.244
'0:51.336',8.156
'0:51.340',8.360
'0:51.344',8.480
'0:51.348',8.280
'0:51.352',8.172
'0:51.356',8.364
'0:51.360',8.508
'0:51.364',8.316
'0:51.368',8.164
'0:51.372',8.324
'0:51.376',8.496
'0:51.380',8.380
'0:51.384',8.140
'0:51.388',8.280
'0:51.392',8.476
'0:51.396',8.436
'0:51.400',8.184
'0:51.404',8.236
'0:51.408',8.436
'0:51.412',8.440
'0:51.416',8.188
'0:51.420',8.196
'0:51.424',8.440
'0:51.428',8.472
'0:51.432',8.240
'0:51.436',8.176
'0:51.440',8.400
'0:51.444',8.496
'0:51.448',8.276
'0:51.452',8.128
'0:51.456',8.328
'0:51.460',8.504
'0:51.464',8.296
'0:51.468',8.116
'0:51.472',8.256
'0:51.476',8.472
'0:51.480',8.344
'0:51.484',8.144
'0:51.488',8.236
'0:51.492',8.452
'0:51.496',8.392
'0:51.500',8.152
'0:51.504',8.212
'0:51.508',8.404
'0:51.512',8.424
'0:51.516',8.160
'0:51.520',8.184
'0:51.524',8.420
'0:51.528',8.484
'0:51.532',8.232
'0:51.536',8.164
'0:51.540',8.340
'0:51.544',8.468
'0:51.548',8.244
'0:51.552',8.132
'0:51.556',8.336
'0:51.560',8.468
'0:51.564',8.320
'0:51.568',8.124
'0:51.572',8.272
'0:51.576',8.488
'0:51.580',8.344
'0:51.584',8.124
'0:51.588',8.192
'0:51.592',8.444
'0:51.596',8.392
'0:51.600',8.132
'0:51.604',8.196
'0:51.608',8.440
'0:51.612',8.424
'0:51.616',8.188
'0:51.620',8.168
'0:51.624',8.420
'0:51.628',8.468
'0:51.632',8.248
'0:51.636',8.212
'0:51.640',8.452
'0:51.644',8.564
'0:51.648',8.392
'0:51.652',8.244
'0:51.656',8.424
'0:51.660',8.572
'0:51.664',8.412
'0:51.668',8.264
'0:51.672',8.428
'0:51.676',8.612
'0:51.680',8.484
'0:51.684',8.260
'0:51.688',8.388
'0:51.692',8.608
'0:51.696',8.504
'0:51.700',8.276
'0:51.704',8.328
'0:51.708',8.588
'0:51.712',8.556
'0:51.716',8.264
'0:51.720',8.232
'0:51.724',8.456
'0:51.728',8.436
'0:51.732',8.216
'0:51.736',8.152
'0:51.740',8.340
'0:51.744',8.428
'0:51.748',8.232
'0:51.752',8.072
'0:51.756',8.284
'0:51.760',8.412
'0:51.764',8.256
'0:51.768',8.092
'0:51.772',8.232
'0:51.776',8.432
'0:51.780',8.340
'0:51.784',8.104
'0:51.788',8.196
'0:51.792',8.416
'0:51.796',8.352
'0:51.800',8.124
'0:51.804',8.176
'0:51.808',8.364
'0:51.812',8.260
'0:51.816',7.984
'0:51.820',8.100
'0:51.824',8.488
'0:51.828',8.920
'0:51.832',9.228
'0:51.836',9.712
'0:51.840',10.308
'0:51.844',10.168
'0:51.848',9.340
'0:51.852',8.744
'0:51.856',8.836
'0:51.860',8.892
'0:51.864',8.672
'0:51.868',8.344
'0:51.872',8.420
'0:51.876',8.564
'0:51.880',8.436
'0:51.884',8.192
'0:51.888',8.256
'0:51.892',8.488
'0:51.896',8.432
'0:51.900',8.192
'0:51.904',8.236
'0:51.908',8.456
'0:51.912',8.464
'0:51.916',8.204
'0:51.920',8.176
'0:51.924',8.400
'0:51.928',8.444
'0:51.932',8.224
'0:51.936',8.160
'0:51.940',8.380
'0:51.944',8.480
'0:51.948',8.312
'0:51.952',8.152
'0:51.956',8.312
'0:51.960',8.480
'0:51.964',8.324
'0:51.968',8.124
'0:51.972',8.284
'0:51.976',8.476
'0:51.980',8.364
'0:51.984',8.136
'0:51.988',8.240
'0:51.992',8.480
'0:51.996',8.404
'0:52.000',8.176
'0:52.004',8.252
'0:52.008',8.468
'0:52.012',8.464
'0:52.016',8.220
'0:52.020',8.204
'0:52.024',8.432
'0:52.028',8.452
'0:52.032',8.268
'0:52.036',8.216
'0:52.040',8.404
'0:52.044',8.520
'0:52.048',8.356
'0:52.052',8.240
'0:52.056',8.396
'0:52.060',8.556
'0:52.064',8.412
'0:52.068',8.220
'0:52.072',8.400
'0:52.076',8.592
'0:52.080',8.488
'0:52.084',8.296
'0:52.088',8.416
'0:52.092',8.648
'0:52.096',8.608
'0:52.100',8.368
'0:52.104',8.432
'0:52.108',8.704
'0:52.112',8.712
'0:52.116',8.504
'0:52.120',8.496
'0:52.124',8.716
'0:52.128',8.788
'0:52.132',8.596
'0:52.136',8.540
'0:52.140',8.748
'0:52.144',8.856
'0:52.148',8.672
'0:52.152',8.540
'0:52.156',8.724
'0:52.160',8.812
'0:52.164',8.612
'0:52.168',8.420
'0:52.172',8.512
'0:52.176',8.692
'0:52.180',8.564
'0:52.184',8.320
'0:52.188',8.384
'0:52.192',8.620
'0:52.196',8.480
'0:52.200',8.240
'0:52.204',8.276
'0:52.208',8.504
'0:52.212',8.488
'0:52.216',8.236
'0:52.220',8.240
'0:52.224',8.428
'0:52.228',8.500
'0:52.232',8.280
'0:52.236',8.200
'0:52.240',8.388
'0:52.244',8.508
'0:52.248',8.300
'0:52.252',8.168
'0:52.256',8.348
'0:52.260',8.500
'0:52.264',8.336
'0:52.268',8.168
'0:52.272',8.316
'0:52.276',8.508
'0:52.280',8.392
'0:52.284',8.168
'0:52.288',8.264
'0:52.292',8.480
'0:52.296',8.436
'0:52.300',8.192
'0:52.304',8.232
'0:52.308',8.448
'0:52.312',8.436
'0:52.316',8.228
'0:52.320',8.252
'0:52.324',8.480
'0:52.328',8.528
'0:52.332',8.300
'0:52.336',8.196
